season,batter_id,second_half_slgcon
2017,x7a4b2e79,0.3931623932
2017,xb96dc32c,0.4680851064
2017,xbed99798,0.3235294118
2017,x540830e0,0.4184782609
2017,x717d3ff9,0.5
2017,x1b092aba,0.6101694915
2017,x0e8fa15d,0.5563380282
2017,x0129dfbe,0.628742515
2017,x886f21aa,0.606557377
2017,x39d7d62d,0.4928571429
2017,x2e490383,0.6556291391
2017,xe17e997a,0.4516129032
2017,x2ce21717,0.6855345912
2017,xbcf8ee3d,0.5842696629
2017,xf27b12cd,0.4822335025
2017,x1a144c53,0.5185185185
2017,x4fca3fbb,0.5514705882
2017,xb9c00d51,0.453125
2017,x502b37ca,0.5517241379
2017,x0e05b650,0.4962962963
2017,xd39bb30c,0.6573426573
2017,x9df6a625,0.5145631068
2017,x54cd3e5f,0.5753424658
2017,xf83a2dc5,0.496
2017,xe66ae8ce,0.3452380952
2017,x46a52984,0.3563218391
2017,x77ac2b16,0.5769230769
2017,x099c6f00,0.4868421053
2017,x1d8ccca5,0.5828220859
2017,x48f113e0,0.6153846154
2017,x3dc19055,0.5677419355
2017,xab74c751,0.8148148148
2017,x3ce3a50e,0.3700787402
2017,x80c69d17,0.6132596685
2017,x1329bd29,0.432
2017,x3c899258,0.625
2017,xc1ec06e6,0.525
2017,xf7337413,0.5664335664
2017,x14294401,0.4888888889
2017,x59cf9ca4,0.4035087719
2017,xab6a7ab2,0.3142857143
2017,xec3deeba,0.3882352941
2017,xca8738af,0.6089385475
2017,x5b2ea6c8,0.4324324324
2017,xd621c6f9,0.5317919075
2017,xa5fc39e9,0.5746268657
2017,xec19307a,0.339869281
2017,x90acae08,0.5405405405
2017,x9f0c98fd,0.75
2017,xb105a89c,0.9064748201
2017,x559cb54e,0.5739130435
2017,x359ab4d5,0.6369863014
2017,x8f88cc26,0.4086956522
2017,xd428d347,0.5892857143
2017,x654c0ae1,0.6101694915
2017,x3f4a1372,0.4812834225
2017,xe1e164de,0.9006622517
2017,xf35c8516,0.5
2017,x3da975d8,0.7786885246
2017,x8c71ff41,0.63
2017,x8ce829c8,0.5428571429
2017,x36769c31,0.502994012
2017,x98e101a1,0.6927374302
2017,x8474ae1b,0.5704697987
2017,x24558688,0.6764705882
2017,xb528f12e,0.7919075145
2017,xfa5a3605,0.7927927928
2017,x9d559f42,0.4451612903
2017,xf50e9174,0.6036036036
2017,x50cc1a2d,0.7783505155
2017,xfed85355,0.7522123894
2017,x9a42eb96,0.5820895522
2017,x007bc3de,0.4375
2017,x105f44f4,0.5675675676
2018,x08f80cc1,0.5864661654
2018,x9ebbaacf,0.4026845638
2018,x9662aa83,0.7540983607
2018,x8736737a,0.5337423313
2018,xe86ec770,0.5578231293
2018,x3f3ce04e,0.4016393443
2018,xa463e9dd,0.475177305
2018,x1bf65e21,0.3333333333
2018,x8a197ef1,0.6319444444
2018,xdbadc986,0.5
2018,x1a6ebaea,0.2847682119
2018,x236fea72,0.4285714286
2018,x8f597196,0.6635514019
2018,x0c057c07,0.4834437086
2018,xbd2036ee,0.4580645161
2018,x630d1265,0.5178571429
2018,xb5023209,0.4071428571
2018,x3a6ddc32,0.4016393443
2018,x0ab7fdb0,0.7006369427
2018,x80c69d17,0.3532934132
2018,x9ce3b7a9,0.5181818182
2018,x357d82e5,0.6068376068
2018,x59cf9ca4,0.4621848739
2018,xe4b0204e,0.5459770115
2018,xab6a7ab2,0.4645669291
2018,xe7e27d6f,0.4285714286
2018,x883c168f,0.593495935
2018,x3d468103,0.6724137931
2018,xac3bf6a5,0.5196078431
2018,xf9d65abc,0.4768211921
2018,xfd8987d9,0.6134453782
2018,xe3a536c4,0.5826771654
2018,xb75e9736,0.7647058824
2018,xfc927d43,0.4782608696
2018,x772e8317,0.4260869565
2018,x911fc945,0.7593984962
2018,x078ae604,0.3884892086
2018,x8f88cc26,0.474025974
2018,x79ff9508,0.3522727273
2018,xdd9b18a3,0.519379845
2018,x367fb7f9,0.4113475177
2018,x7af8a9c6,0.4926470588
2018,xfe25e919,0.4193548387
2018,x969646e0,0.6153846154
2018,x6dc398d3,0.3865546218
2018,x7ded3151,0.5911949686
2018,x8769acfc,0.3300970874
2018,x25076bc2,0.461038961
2018,x9ff2ab1c,0.5874125874
2018,xe964e40c,0.5149253731
2018,x72b16883,0.4964539007
2018,x41635065,0.6058394161
2018,x95f31889,0.7459016393
2018,x20badee9,0.5465838509
2018,x8474ae1b,0.5242718447
2018,xf4bbbe2f,0.44
2018,xd8f27801,0.5757575758
2018,x68067176,0.5846153846
2018,xfc122006,0.6516129032
2018,x9d559f42,0.4387096774
2018,x91ee997a,0.7083333333
2018,x43a7efbf,0.6129032258
2018,xb4e1aa63,0.6220472441
2018,xbc09a705,0.671875
2018,x007bc3de,0.5175438596
2018,xa6bbcfce,0.6440677966
2018,xa2391a1b,0.522875817
2018,x0e15f9a2,0.8203125
2019,x184f73ca,0.616
2019,x89797332,0.3720930233
2019,xb71afe51,0.488372093
2019,xd67e460c,0.4518518519
2019,xb5d37e93,0.6695652174
2019,x25b65d9d,0.5344827586
2019,x704244d0,0.6538461538
2019,xd8d11c23,0.606557377
2019,x8f8ab5af,0.66
2019,x1adaddcf,0.475308642
2019,xd9da8c04,0.5866666667
2019,x4b4cb8ca,0.5775862069
2019,x3aba4aaf,0.5125628141
2019,x6d698a7c,0.6666666667
2019,xc4164f0b,0.4598540146
2019,x117b1cf6,0.5867768595
2019,x3a71ec79,0.6982758621
2019,xb5023209,0.4195804196
2019,x80c69d17,0.4651162791
2019,x7d51d03b,0.9190751445
2019,x277ee019,0.5757575758
2019,x6b206e8b,0.7016129032
2019,xec3deeba,0.4166666667
2019,xdd93681d,0.5963302752
2019,x4a44365a,0.6220472441
2019,x556315b0,0.4069767442
2019,xe3a536c4,0.5365853659
2019,x3cfe5929,0.5416666667
2019,x0e2f8386,0.5431034483
2019,xcca0fd0e,0.3941605839
2019,x59e63b08,0.7630057803
2019,x26f14147,0.5272727273
2019,x64ea0c13,0.7193877551
2019,xfc405059,0.6390977444
2019,x74afecfe,0.4936708861
2019,x280942a1,0.5045045045
2019,x795a4dfb,0.5390625
2019,x05efd389,0.6165413534
2019,x556286af,0.5699481865
2019,x70b26d0d,0.7073170732
2019,xcb090aee,0.7350993377
2019,xe40cc124,0.5798319328
2019,xd6a7278b,0.4475138122
2019,x41635065,0.7898550725
2019,x9e4eaf8f,0.683908046
2019,x8cac3d48,0.5379310345
2019,xd8f27801,0.8255033557
2019,x12fbf907,0.5185185185
2019,xea52afd4,0.5167785235
2019,x77d682dc,0.5224719101
2019,x1ce1f94b,0.5410958904
2019,xd1dd989f,0.5317919075
2019,xa61b2077,0.7739130435
2019,xfa856273,0.6338028169
2019,x7c4290a6,0.8991596639
2019,xbf42c16d,0.5517241379
2019,x7d0c379b,0.7021276596
2019,xfa17ffbc,0.756302521
2019,x6635d446,0.8211382114
2019,x284af714,0.7267080745
2019,x890500ff,0.5454545455
2019,xea571453,0.5962732919
2019,xa80b825e,0.8220338983
2019,x81223352,0.5416666667
2019,xfc9d1e9d,0.5882352941
2019,x7be2ba7f,0.4450867052
2019,xf0998443,0.4827586207
2019,x823c8450,0.5046728972
2019,xb3a71b0d,0.6462585034
2019,xcaee55ea,0.431372549
2019,x9aa0e83c,0.6465517241
2021,xa463e9dd,0.3863636364
2021,xdbadc986,0.4732142857
2021,x896315b3,0.7676767677
2021,xb0ac3991,0.3356643357
2021,x6b206e8b,0.5705521472
2021,x055e4b8f,0.352
2021,x558f9ce7,0.6335403727
2021,x078ae604,0.5662100457
2021,x0de3a91b,0.5802469136
2021,x08acbf9e,0.4666666667
2021,xf1eeaacb,0.5
2021,x86dcf99b,0.4041450777
2021,x186c85f9,0.5365853659
2021,xa4d15324,0.8409090909
2021,xa61b2077,0.6446700508
2021,x3a937a19,0.5859375
2021,x40ed2680,0.367816092
2021,xadcd6e9b,0.4630872483
2021,xc9a6fc5b,0.7027027027
2021,xb4cd3855,0.615942029
2021,xf1801e57,0.4671052632
2021,x7d715c5f,0.7368421053
2021,x7eb7d4a7,0.5896226415
2021,x60ed8f81,0.5374449339
2021,xc2aa610e,0.4651162791
2021,x5be16c22,0.648
2021,xf90c7ff4,0.6477272727
2021,x7c472b21,0.4795918367
2021,x0a128cc1,0.6267281106
2021,x18aa5a43,0.4670050761
2021,x4c1af6d3,0.5852272727
2022,xba6752eb,0.7339449541
2022,x502b37ca,0.7078651685
2022,x9460924b,0.5491803279
2022,x0b68b81e,0.6775700935
2022,x080acb8f,0.4184397163
2022,x3ea2fc16,0.3039215686
2022,xc727c40d,0.6857142857
2022,x7d51d03b,0.6717948718
2022,x6b206e8b,0.5853658537
2022,xdb449abd,0.5210084034
2022,x950400a0,0.5583333333
2022,x078ae604,0.6721311475
2022,xb2c9be49,0.7043478261
2022,xaf76e643,0.375
2022,x54d8b016,0.5466666667
2022,x7ded3151,0.534591195
2022,x74b3dcb5,0.5982142857
2022,xd6a7278b,0.4636871508
2022,x8cac3d48,0.7904191617
2022,x6276b5a5,0.3734177215
2022,xb1150898,0.5384615385
2022,xd6997537,0.8514851485
2022,xfed85355,0.520661157
2022,x4c272dc2,0.4277108434
2022,xf7e25eb9,0.7465753425
2022,xcf4340c5,0.6475409836
2022,x40ed2680,0.4435483871
2022,x175cc280,0.5923076923
2022,x8fb69e9a,0.5460526316
2022,x5f0f9b14,0.5689655172
2022,x247225c4,0.6551724138
2022,x67587462,0.5336787565
2022,xce4595c6,0.5862068966
2022,x34a32cb8,0.4225352113
2022,x3982647c,0.7264150943
2022,x7eb7d4a7,0.4695121951
2022,xb2049a30,0.7048192771
2022,x028e87df,0.6443298969
2022,x60ed8f81,0.4174757282
2022,xb64ba125,0.701754386
2022,x78fa456b,0.5185185185
2022,x75a51937,0.75
2022,xb799a1af,0.5
2022,x5d3c8c62,0.5649717514
2022,xead44c76,0.4785276074
2022,x9ab1a11b,0.475177305
2022,xac54d3f6,0.7090909091
2022,x18aa5a43,0.5480225989
2022,xe2980afc,0.7985611511
2022,x1f99f287,0.8872180451
2022,x2b4262bd,0.6696428571
2022,x233644a1,0.4912280702
2022,x1cf3cf30,0.5034482759
2022,xb225c1ef,0.4237288136
2022,x96e64f9f,0.4592592593
2022,x0f43ab6a,0.4434782609
2022,xc8583344,0.6153846154
2022,x3beb56a4,0.691588785
2022,xefe36796,0.4137931034
2022,x38f28a2a,0.6052631579
2023,xe04cbca0,0.5172413793
2023,x3ce3a50e,0.5288461538
2023,x52adf319,0.4150943396
2023,xca8738af,0.455
2023,x90acae08,0.7280701754
2023,xdd9b18a3,0.5964912281
2023,x323c669f,0.5371428571
2023,x367fb7f9,0.4598540146
2023,x76fa7b0e,0.4795321637
2023,xd8e12b94,0.6422018349
2023,x12fbf907,0.6129032258
2023,xb1150898,0.7615384615
2023,x72fdf89c,0.4903846154
2023,x12e5250f,0.5766423358
2023,xa15f4112,0.8263888889
2023,xda60a354,0.5636363636
2023,x6fc1c4fb,0.7348484848
2023,x23e469bb,0.3846153846
2023,xed75f5b0,0.652173913
2023,x4ed0094d,0.5081967213
2023,xb30518f7,0.7810218978
2023,xa5459725,0.5407407407
2023,x6627e23d,0.7933884298
2023,x67587462,0.7419354839
2023,xdcca3a30,0.5225225225
2023,x987b5e85,0.7961165049
2023,xcf87fff1,0.4812834225
2023,xe0ef090a,0.5092592593
2023,x34a32cb8,0.5185185185
2023,xa6f07229,0.7407407407
2023,xd758ec91,0.5489130435
2023,x3230ca98,0.6850828729
2023,x787c164c,0.8712871287
2023,x48e2234e,0.8114754098
2023,x60ed8f81,0.5
2023,x3deb6f3a,0.5177304965
2023,x59e58eed,0.7272727273
2023,x2550109f,0.5411764706
2023,xbbd33d11,0.4632352941
2023,x496ec3d4,0.6394557823
2023,xd02c9f0c,0.6373056995
2023,xb799a1af,0.6274509804
2023,x5d3c8c62,0.5492957746
2023,xead44c76,0.3760683761
2023,x48f7ce3c,0.5413533835
2023,xa95999e5,0.5044247788
2023,xa06550d2,0.5742574257
2023,x39f7cd53,0.4339622642
2023,x5c636278,0.4490740741
2023,xb7a1c139,0.5912408759
2023,xb4417992,0.6074074074
2023,x4e022457,0.6464088398
2023,x0cfd1ef7,0.6402877698
2023,xa58dc262,0.7745098039
2023,xde559809,0.387755102
2023,x45f119fc,0.5487804878
2023,x2ccbd150,0.578125
2023,x515484da,0.4649122807
2023,xb1562a37,0.5086206897
2023,xa47c9852,0.7401574803
2023,xcef79d6a,0.5170454545
2023,x71aaf31c,0.4260869565
2023,x16aa43b9,0.8511904762
2023,xb20d26e2,0.5035971223
2023,x59c09c41,0.5621301775
2023,x6f5db222,0.5695364238
2023,x8ce2668b,0.5094339623
2023,x0c97a56c,0.5360824742
2023,xae07e136,0.4407894737
2023,x38f28a2a,0.5398773006